cik,company,form,date_filed,quarter,year,filename,url,local_path,relative_path,companyid
202058,HARRIS CORP /DE/,10-Q,2014-01-29,1,2014,edgar/data/202058/0001193125-14-026591.txt,https://www.sec.gov/Archives/edgar/data/202058/0001193125-14-026591.txt,E:\sec_mda_data\mda_10q_raw\2014\0000202058\0000202058__ed0f30983c50.html,edgar/data/202058/0001193125-14-026591.txt,177934.0
203527,VARIAN MEDICAL SYSTEMS INC,10-Q,2014-01-30,1,2014,edgar/data/203527/0001564590-14-000084.txt,https://www.sec.gov/Archives/edgar/data/203527/0001564590-14-000084.txt,E:\sec_mda_data\mda_10q_raw\2014\0000203527\0000203527__61cdce421175.html,edgar/data/203527/0001564590-14-000084.txt,311907.0
21076,CLOROX CO /DE/,10-Q,2014-02-05,1,2014,edgar/data/21076/0001206774-14-000411.txt,https://www.sec.gov/Archives/edgar/data/21076/0001206774-14-000411.txt,E:\sec_mda_data\mda_10q_raw\2014\0000021076\0000021076__3d1e74b70392.html,edgar/data/21076/0001206774-14-000411.txt,89450.0
23082,COMPUTER SCIENCES CORP,10-Q,2014-01-31,1,2014,edgar/data/23082/0000023082-14-000011.txt,https://www.sec.gov/Archives/edgar/data/23082/0000023082-14-000011.txt,E:\sec_mda_data\mda_10q_raw\2014\0000023082\0000023082__78d066376ec6.html,edgar/data/23082/0000023082-14-000011.txt,263093.0
23666,Hillshire Brands Co,10-Q,2014-01-30,1,2014,edgar/data/23666/0000023666-14-000004.txt,https://www.sec.gov/Archives/edgar/data/23666/0000023666-14-000004.txt,E:\sec_mda_data\mda_10q_raw\2014\0000023666\0000023666__c38d6e1d7ad2.html,edgar/data/23666/0000023666-14-000004.txt,91823.0
2969,AIR PRODUCTS & CHEMICALS INC /DE/,10-Q,2014-01-29,1,2014,edgar/data/2969/0001193125-14-025630.txt,https://www.sec.gov/Archives/edgar/data/2969/0001193125-14-025630.txt,E:\sec_mda_data\mda_10q_raw\2014\0000002969\0000002969__11616ca21485.html,edgar/data/2969/0001193125-14-025630.txt,248356.0
315189,DEERE & CO,10-Q,2014-02-27,1,2014,edgar/data/315189/0001104659-14-014013.txt,https://www.sec.gov/Archives/edgar/data/315189/0001104659-14-014013.txt,E:\sec_mda_data\mda_10q_raw\2014\0000315189\0000315189__d07ca6ab4deb.html,edgar/data/315189/0001104659-14-014013.txt,266112.0
319201,KLA TENCOR CORP,10-Q,2014-01-24,1,2014,edgar/data/319201/0000319201-14-000007.txt,https://www.sec.gov/Archives/edgar/data/319201/0000319201-14-000007.txt,E:\sec_mda_data\mda_10q_raw\2014\0000319201\0000319201__f14543ab4a71.html,edgar/data/319201/0000319201-14-000007.txt,282225.0
320187,NIKE INC,10-Q,2014-01-07,1,2014,edgar/data/320187/0000320187-14-000003.txt,https://www.sec.gov/Archives/edgar/data/320187/0000320187-14-000003.txt,E:\sec_mda_data\mda_10q_raw\2014\0000320187\0000320187__6f26b12f6ddb.html,edgar/data/320187/0000320187-14-000003.txt,291981.0
320193,APPLE INC,10-Q,2014-01-28,1,2014,edgar/data/320193/0001193125-14-024487.txt,https://www.sec.gov/Archives/edgar/data/320193/0001193125-14-024487.txt,E:\sec_mda_data\mda_10q_raw\2014\0000320193\0000320193__cd428394be80.html,edgar/data/320193/0001193125-14-024487.txt,24937.0
32604,EMERSON ELECTRIC CO,10-Q,2014-02-05,1,2014,edgar/data/32604/0000032604-14-000010.txt,https://www.sec.gov/Archives/edgar/data/32604/0000032604-14-000010.txt,E:\sec_mda_data\mda_10q_raw\2014\0000032604\0000032604__dfcc9a05bf6d.html,edgar/data/32604/0000032604-14-000010.txt,269231.0
34408,FAMILY DOLLAR STORES INC,10-Q,2014-01-09,1,2014,edgar/data/34408/0000034408-14-000002.txt,https://www.sec.gov/Archives/edgar/data/34408/0000034408-14-000002.txt,E:\sec_mda_data\mda_10q_raw\2014\0000034408\0000034408__b6359a757809.html,edgar/data/34408/0000034408-14-000002.txt,270820.0
353944,INTERNATIONAL GAME TECHNOLOGY,10-Q,2014-02-05,1,2014,edgar/data/353944/0000353944-14-000006.txt,https://www.sec.gov/Archives/edgar/data/353944/0000353944-14-000006.txt,E:\sec_mda_data\mda_10q_raw\2014\0000353944\0000353944__9ecf352d4296.html,edgar/data/353944/0000353944-14-000006.txt,281438.0
356028,"CA, INC.",10-Q,2014-01-22,1,2014,edgar/data/356028/0000356028-14-000030.txt,https://www.sec.gov/Archives/edgar/data/356028/0000356028-14-000030.txt,E:\sec_mda_data\mda_10q_raw\2014\0000356028\0000356028__7f402a012bb5.html,edgar/data/356028/0000356028-14-000030.txt,262913.0
38074,FOREST LABORATORIES INC,10-Q,2014-02-06,1,2014,edgar/data/38074/0000038074-14-000009.txt,https://www.sec.gov/Archives/edgar/data/38074/0000038074-14-000009.txt,E:\sec_mda_data\mda_10q_raw\2014\0000038074\0000038074__8b954fc67173.html,edgar/data/38074/0000038074-14-000009.txt,273276.0
38777,FRANKLIN RESOURCES INC,10-Q,2014-01-30,1,2014,edgar/data/38777/0000038777-14-000007.txt,https://www.sec.gov/Archives/edgar/data/38777/0000038777-14-000007.txt,E:\sec_mda_data\mda_10q_raw\2014\0000038777\0000038777__bf0f0fa6be51.html,edgar/data/38777/0000038777-14-000007.txt,28703.0
40704,GENERAL MILLS INC,10-Q,2014-03-19,1,2014,edgar/data/40704/0001193125-14-105810.txt,https://www.sec.gov/Archives/edgar/data/40704/0001193125-14-105810.txt,E:\sec_mda_data\mda_10q_raw\2014\0000040704\0000040704__ef78e83e8775.html,edgar/data/40704/0001193125-14-105810.txt,274715.0
46765,HELMERICH & PAYNE INC,10-Q,2014-02-07,1,2014,edgar/data/46765/0001104659-14-007389.txt,https://www.sec.gov/Archives/edgar/data/46765/0001104659-14-007389.txt,E:\sec_mda_data\mda_10q_raw\2014\0000046765\0000046765__119dbf6ce17a.html,edgar/data/46765/0001104659-14-007389.txt,278341.0
47217,HEWLETT PACKARD CO,10-Q,2014-03-11,1,2014,edgar/data/47217/0001047469-14-002153.txt,https://www.sec.gov/Archives/edgar/data/47217/0001047469-14-002153.txt,E:\sec_mda_data\mda_10q_raw\2014\0000047217\0000047217__1b4779ebbdc4.html,edgar/data/47217/0001047469-14-002153.txt,108856.0
48465,HORMEL FOODS CORP /DE/,10-Q,2014-03-07,1,2014,edgar/data/48465/0001104659-14-017341.txt,https://www.sec.gov/Archives/edgar/data/48465/0001104659-14-017341.txt,E:\sec_mda_data\mda_10q_raw\2014\0000048465\0000048465__0de7d020f48f.html,edgar/data/48465/0001104659-14-017341.txt,279042.0
52988,JACOBS ENGINEERING GROUP INC /DE/,10-Q,2014-01-24,1,2014,edgar/data/52988/0000052988-14-000008.txt,https://www.sec.gov/Archives/edgar/data/52988/0000052988-14-000008.txt,E:\sec_mda_data\mda_10q_raw\2014\0000052988\0000052988__2b075fb1b072.html,edgar/data/52988/0000052988-14-000008.txt,282159.0
53669,JOHNSON CONTROLS INC,10-Q,2014-02-03,1,2014,edgar/data/53669/0000053669-14-000006.txt,https://www.sec.gov/Archives/edgar/data/53669/0000053669-14-000006.txt,E:\sec_mda_data\mda_10q_raw\2014\0000053669\0000053669__6a3884c70c5e.html,edgar/data/53669/0000053669-14-000006.txt,282590.0
6281,ANALOG DEVICES INC,10-Q,2014-02-18,1,2014,edgar/data/6281/0000006281-14-000003.txt,https://www.sec.gov/Archives/edgar/data/6281/0000006281-14-000003.txt,E:\sec_mda_data\mda_10q_raw\2014\0000006281\0000006281__f22e43e83bc0.html,edgar/data/6281/0000006281-14-000003.txt,251411.0
63754,MCCORMICK & CO INC,10-Q,2014-03-26,1,2014,edgar/data/63754/0000063754-14-000013.txt,https://www.sec.gov/Archives/edgar/data/63754/0000063754-14-000013.txt,E:\sec_mda_data\mda_10q_raw\2014\0000063754\0000063754__bff050f4cd0d.html,edgar/data/63754/0000063754-14-000013.txt,181176.0
64670,MEDTRONIC INC,10-Q,2014-03-03,1,2014,edgar/data/64670/0000064670-14-000005.txt,https://www.sec.gov/Archives/edgar/data/64670/0000064670-14-000005.txt,E:\sec_mda_data\mda_10q_raw\2014\0000064670\0000064670__4a5a69adcd62.html,edgar/data/64670/0000064670-14-000005.txt,31348.0
6951,APPLIED MATERIALS INC /DE,10-Q,2014-02-20,1,2014,edgar/data/6951/0000006951-14-000007.txt,https://www.sec.gov/Archives/edgar/data/6951/0000006951-14-000007.txt,E:\sec_mda_data\mda_10q_raw\2014\0000006951\0000006951__ae584dd1615d.html,edgar/data/6951/0000006951-14-000007.txt,251230.0
704051,"LEGG MASON, INC.",10-Q,2014-02-07,1,2014,edgar/data/704051/0000704051-14-000031.txt,https://www.sec.gov/Archives/edgar/data/704051/0000704051-14-000031.txt,E:\sec_mda_data\mda_10q_raw\2014\0000704051\0000704051__d0cdf5f5614e.html,edgar/data/704051/0000704051-14-000031.txt,180481.0
707549,LAM RESEARCH CORP,10-Q,2014-02-06,1,2014,edgar/data/707549/0001193125-14-038822.txt,https://www.sec.gov/Archives/edgar/data/707549/0001193125-14-038822.txt,E:\sec_mda_data\mda_10q_raw\2014\0000707549\0000707549__81e01be15477.html,edgar/data/707549/0001193125-14-038822.txt,30655.0
711404,COOPER COMPANIES INC,10-Q,2014-03-07,1,2014,edgar/data/711404/0000711404-14-000004.txt,https://www.sec.gov/Archives/edgar/data/711404/0000711404-14-000004.txt,E:\sec_mda_data\mda_10q_raw\2014\0000711404\0000711404__8f51f815dce3.html,edgar/data/711404/0000711404-14-000004.txt,263609.0
712515,ELECTRONIC ARTS INC.,10-Q,2014-02-04,1,2014,edgar/data/712515/0000712515-14-000009.txt,https://www.sec.gov/Archives/edgar/data/712515/0000712515-14-000009.txt,E:\sec_mda_data\mda_10q_raw\2014\0000712515\0000712515__11e3cadadbce.html,edgar/data/712515/0000712515-14-000009.txt,27963.0
721371,CARDINAL HEALTH INC,10-Q,2014-02-06,1,2014,edgar/data/721371/0000721371-14-000089.txt,https://www.sec.gov/Archives/edgar/data/721371/0000721371-14-000089.txt,E:\sec_mda_data\mda_10q_raw\2014\0000721371\0000721371__610502f33bc6.html,edgar/data/721371/0000721371-14-000089.txt,172207.0
723125,MICRON TECHNOLOGY INC,10-Q,2014-01-07,1,2014,edgar/data/723125/0000723125-14-000013.txt,https://www.sec.gov/Archives/edgar/data/723125/0000723125-14-000013.txt,E:\sec_mda_data\mda_10q_raw\2014\0000723125\0000723125__5a6cc46153a1.html,edgar/data/723125/0000723125-14-000013.txt,289030.0
723254,CINTAS CORP,10-Q,2014-01-09,1,2014,edgar/data/723254/0000723254-14-000002.txt,https://www.sec.gov/Archives/edgar/data/723254/0000723254-14-000002.txt,E:\sec_mda_data\mda_10q_raw\2014\0000723254\0000723254__e88f320d41eb.html,edgar/data/723254/0000723254-14-000002.txt,260725.0
723531,PAYCHEX INC,10-Q,2014-03-26,1,2014,edgar/data/723531/0000723531-14-000005.txt,https://www.sec.gov/Archives/edgar/data/723531/0000723531-14-000005.txt,E:\sec_mda_data\mda_10q_raw\2014\0000723531\0000723531__996373fc8506.html,edgar/data/723531/0000723531-14-000005.txt,295368.0
731802,ATMOS ENERGY CORP,10-Q,2014-02-04,1,2014,edgar/data/731802/0000731802-14-000006.txt,https://www.sec.gov/Archives/edgar/data/731802/0000731802-14-000006.txt,E:\sec_mda_data\mda_10q_raw\2014\0000731802\0000731802__b04e4a8a7282.html,edgar/data/731802/0000731802-14-000006.txt,252684.0
743316,MAXIM INTEGRATED PRODUCTS INC,10-Q,2014-02-03,1,2014,edgar/data/743316/0000743316-14-000009.txt,https://www.sec.gov/Archives/edgar/data/743316/0000743316-14-000009.txt,E:\sec_mda_data\mda_10q_raw\2014\0000743316\0000743316__aa6c54e0a223.html,edgar/data/743316/0000743316-14-000009.txt,95673.0
743988,XILINX INC,10-Q,2014-01-30,1,2014,edgar/data/743988/0000743988-14-000007.txt,https://www.sec.gov/Archives/edgar/data/743988/0000743988-14-000007.txt,E:\sec_mda_data\mda_10q_raw\2014\0000743988\0000743988__ecef7f147fd9.html,edgar/data/743988/0000743988-14-000007.txt,36762.0
75829,PALL CORP,10-Q,2014-03-03,1,2014,edgar/data/75829/0000075829-14-000009.txt,https://www.sec.gov/Archives/edgar/data/75829/0000075829-14-000009.txt,E:\sec_mda_data\mda_10q_raw\2014\0000075829\0000075829__ca053809b6af.html,edgar/data/75829/0000075829-14-000009.txt,185333.0
76334,PARKER HANNIFIN CORP,10-Q,2014-02-07,1,2014,edgar/data/76334/0000076334-14-000013.txt,https://www.sec.gov/Archives/edgar/data/76334/0000076334-14-000013.txt,E:\sec_mda_data\mda_10q_raw\2014\0000076334\0000076334__83281d767858.html,edgar/data/76334/0000076334-14-000013.txt,295170.0
789019,MICROSOFT CORP,10-Q,2014-01-23,1,2014,edgar/data/789019/0001193125-14-018634.txt,https://www.sec.gov/Archives/edgar/data/789019/0001193125-14-018634.txt,E:\sec_mda_data\mda_10q_raw\2014\0000789019\0000789019__d099807520de.html,edgar/data/789019/0001193125-14-018634.txt,21835.0
791907,LINEAR TECHNOLOGY CORP /CA/,10-Q,2014-02-07,1,2014,edgar/data/791907/0000791907-14-000039.txt,https://www.sec.gov/Archives/edgar/data/791907/0000791907-14-000039.txt,E:\sec_mda_data\mda_10q_raw\2014\0000791907\0000791907__0a4d23979c1b.html,edgar/data/791907/0000791907-14-000039.txt,30843.0
796343,ADOBE SYSTEMS INC,10-Q,2014-03-28,1,2014,edgar/data/796343/0000796343-14-000023.txt,https://www.sec.gov/Archives/edgar/data/796343/0000796343-14-000023.txt,E:\sec_mda_data\mda_10q_raw\2014\0000796343\0000796343__56b8689599a8.html,edgar/data/796343/0000796343-14-000023.txt,24321.0
79958,PRECISION CASTPARTS CORP,10-Q,2014-02-06,1,2014,edgar/data/79958/0000079958-14-000012.txt,https://www.sec.gov/Archives/edgar/data/79958/0000079958-14-000012.txt,E:\sec_mda_data\mda_10q_raw\2014\0000079958\0000079958__a3e7c00036af.html,edgar/data/79958/0000079958-14-000012.txt,297850.0
