cik,company,form,date_filed,quarter,year,filename,url,local_path,relative_path,companyid
106040,WESTERN DIGITAL CORP,10-Q,2012-01-27,1,2012,edgar/data/106040/0001193125-12-026854.txt,https://www.sec.gov/Archives/edgar/data/106040/0001193125-12-026854.txt,data_edgar\raw\2012\edgar\data\106040\0001193125-12-026854.txt,edgar/data/106040/0001193125-12-026854.txt,314057
10795,BECTON DICKINSON & CO,10-Q,2012-02-07,1,2012,edgar/data/10795/0001193125-12-043140.txt,https://www.sec.gov/Archives/edgar/data/10795/0001193125-12-043140.txt,data_edgar\raw\2012\edgar\data\10795\0001193125-12-043140.txt,edgar/data/10795/0001193125-12-043140.txt,103678
1087423,RED HAT INC,10-Q,2012-01-09,1,2012,edgar/data/1087423/0001193125-12-006574.txt,https://www.sec.gov/Archives/edgar/data/1087423/0001193125-12-006574.txt,data_edgar\raw\2012\edgar\data\1087423\0001193125-12-006574.txt,edgar/data/1087423/0001193125-12-006574.txt,33679
1090872,AGILENT TECHNOLOGIES INC,10-Q,2012-03-05,1,2012,edgar/data/1090872/0001104659-12-015665.txt,https://www.sec.gov/Archives/edgar/data/1090872/0001104659-12-015665.txt,data_edgar\raw\2012\edgar\data\1090872\0001104659-12-015665.txt,edgar/data/1090872/0001104659-12-015665.txt,154924
1110783,MONSANTO CO /NEW/,10-Q,2012-01-06,1,2012,edgar/data/1110783/0001193125-12-004720.txt,https://www.sec.gov/Archives/edgar/data/1110783/0001193125-12-004720.txt,data_edgar\raw\2012\edgar\data\1110783\0001193125-12-004720.txt,edgar/data/1110783/0001193125-12-004720.txt,528414
1116132,COACH INC,10-Q,2012-02-08,1,2012,edgar/data/1116132/0001144204-12-006663.txt,https://www.sec.gov/Archives/edgar/data/1116132/0001144204-12-006663.txt,data_edgar\raw\2012\edgar\data\1116132\0001144204-12-006663.txt,edgar/data/1116132/0001144204-12-006663.txt,526573
1123360,GLOBAL PAYMENTS INC,10-Q,2012-01-06,1,2012,edgar/data/1123360/0001123360-12-000006.txt,https://www.sec.gov/Archives/edgar/data/1123360/0001123360-12-000006.txt,data_edgar\raw\2012\edgar\data\1123360\0001123360-12-000006.txt,edgar/data/1123360/0001123360-12-000006.txt,813574
1125259,CARNIVAL PLC,10-Q,2012-03-30,1,2012,edgar/data/1125259/0001193125-12-141856.txt,https://www.sec.gov/Archives/edgar/data/1125259/0001193125-12-141856.txt,data_edgar\raw\2012\edgar\data\1125259\0001193125-12-141856.txt,edgar/data/1125259/0001193125-12-141856.txt,258823
1137411,ROCKWELL COLLINS INC,10-Q,2012-01-19,1,2012,edgar/data/1137411/0001137411-12-000013.txt,https://www.sec.gov/Archives/edgar/data/1137411/0001137411-12-000013.txt,data_edgar\raw\2012\edgar\data\1137411\0001137411-12-000013.txt,edgar/data/1137411/0001137411-12-000013.txt,603843
1137789,Seagate Technology plc,10-Q,2012-02-01,1,2012,edgar/data/1137789/0001104659-12-005861.txt,https://www.sec.gov/Archives/edgar/data/1137789/0001104659-12-005861.txt,data_edgar\raw\2012\edgar\data\1137789\0001104659-12-005861.txt,edgar/data/1137789/0001104659-12-005861.txt,3738520
1140859,AMERISOURCEBERGEN CORP,10-Q,2012-02-07,1,2012,edgar/data/1140859/0001193125-12-042810.txt,https://www.sec.gov/Archives/edgar/data/1140859/0001193125-12-042810.txt,data_edgar\raw\2012\edgar\data\1140859\0001193125-12-042810.txt,edgar/data/1140859/0001193125-12-042810.txt,24809
1170010,CARMAX INC,10-Q,2012-01-09,1,2012,edgar/data/1170010/0001193125-12-006617.txt,https://www.sec.gov/Archives/edgar/data/1170010/0001193125-12-006617.txt,data_edgar\raw\2012\edgar\data\1170010\0001193125-12-006617.txt,edgar/data/1170010/0001193125-12-006617.txt,356805
1260221,TransDigm Group INC,10-Q,2012-02-08,1,2012,edgar/data/1260221/0001193125-12-045577.txt,https://www.sec.gov/Archives/edgar/data/1260221/0001193125-12-045577.txt,data_edgar\raw\2012\edgar\data\1260221\0001193125-12-045577.txt,edgar/data/1260221/0001193125-12-045577.txt,22800180
12659,H&R BLOCK INC,10-Q,2012-03-07,1,2012,edgar/data/12659/0001193125-12-101417.txt,https://www.sec.gov/Archives/edgar/data/12659/0001193125-12-101417.txt,data_edgar\raw\2012\edgar\data\12659\0001193125-12-101417.txt,edgar/data/12659/0001193125-12-101417.txt,276601
1285785,MOSAIC CO,10-Q,2012-01-04,1,2012,edgar/data/1285785/0001193125-12-002337.txt,https://www.sec.gov/Archives/edgar/data/1285785/0001193125-12-002337.txt,data_edgar\raw\2012\edgar\data\1285785\0001193125-12-002337.txt,edgar/data/1285785/0001193125-12-002337.txt,890498
1285785,MOSAIC CO,10-Q,2012-03-29,1,2012,edgar/data/1285785/0001193125-12-139520.txt,https://www.sec.gov/Archives/edgar/data/1285785/0001193125-12-139520.txt,data_edgar\raw\2012\edgar\data\1285785\0001193125-12-139520.txt,edgar/data/1285785/0001193125-12-139520.txt,890498
1305014,ASHLAND INC.,10-Q,2012-01-30,1,2012,edgar/data/1305014/0001305014-12-000022.txt,https://www.sec.gov/Archives/edgar/data/1305014/0001305014-12-000022.txt,data_edgar\raw\2012\edgar\data\1305014\0001305014-12-000022.txt,edgar/data/1305014/0001305014-12-000022.txt,252339
1308161,NEWS CORP,10-Q,2012-02-09,1,2012,edgar/data/1308161/0001193125-12-047031.txt,https://www.sec.gov/Archives/edgar/data/1308161/0001193125-12-047031.txt,data_edgar\raw\2012\edgar\data\1308161\0001193125-12-047031.txt,edgar/data/1308161/0001193125-12-047031.txt,91031
1339947,Viacom Inc.,10-Q,2012-02-02,1,2012,edgar/data/1339947/0001193125-12-035760.txt,https://www.sec.gov/Archives/edgar/data/1339947/0001193125-12-035760.txt,data_edgar\raw\2012\edgar\data\1339947\0001193125-12-035760.txt,edgar/data/1339947/0001193125-12-035760.txt,25403751
1341439,ORACLE CORP,10-Q,2012-03-23,1,2012,edgar/data/1341439/0001193125-12-129918.txt,https://www.sec.gov/Archives/edgar/data/1341439/0001193125-12-129918.txt,data_edgar\raw\2012\edgar\data\1341439\0001193125-12-129918.txt,edgar/data/1341439/0001193125-12-129918.txt,22247
1385157,TE Connectivity Ltd.,10-Q,2012-01-27,1,2012,edgar/data/1385157/0001047469-12-000427.txt,https://www.sec.gov/Archives/edgar/data/1385157/0001047469-12-000427.txt,data_edgar\raw\2012\edgar\data\1385157\0001047469-12-000427.txt,edgar/data/1385157/0001047469-12-000427.txt,8106523
1385187,Covidien plc,10-Q,2012-02-03,1,2012,edgar/data/1385187/0001193125-12-038810.txt,https://www.sec.gov/Archives/edgar/data/1385187/0001193125-12-038810.txt,data_edgar\raw\2012\edgar\data\1385187\0001193125-12-038810.txt,edgar/data/1385187/0001193125-12-038810.txt,31232183
1403161,VISA INC.,10-Q,2012-02-08,1,2012,edgar/data/1403161/0001445305-12-000234.txt,https://www.sec.gov/Archives/edgar/data/1403161/0001445305-12-000234.txt,data_edgar\raw\2012\edgar\data\1403161\0001445305-12-000234.txt,edgar/data/1403161/0001445305-12-000234.txt,38043467
1441634,Avago Technologies LTD,10-Q,2012-03-08,1,2012,edgar/data/1441634/0001445305-12-000606.txt,https://www.sec.gov/Archives/edgar/data/1441634/0001445305-12-000606.txt,data_edgar\raw\2012\edgar\data\1441634\0001445305-12-000606.txt,edgar/data/1441634/0001445305-12-000606.txt,25016048
1457543,CAREFUSION Corp,10-Q,2012-02-03,1,2012,edgar/data/1457543/0001193125-12-037942.txt,https://www.sec.gov/Archives/edgar/data/1457543/0001193125-12-037942.txt,data_edgar\raw\2012\edgar\data\1457543\0001193125-12-037942.txt,edgar/data/1457543/0001193125-12-037942.txt,49276069
1467373,Accenture plc,10-Q,2012-03-23,1,2012,edgar/data/1467373/0001193125-12-129729.txt,https://www.sec.gov/Archives/edgar/data/1467373/0001193125-12-129729.txt,data_edgar\raw\2012\edgar\data\1467373\0001193125-12-129729.txt,edgar/data/1467373/0001193125-12-129729.txt,972190
16732,CAMPBELL SOUP CO,10-Q,2012-03-07,1,2012,edgar/data/16732/0001445305-12-000596.txt,https://www.sec.gov/Archives/edgar/data/16732/0001445305-12-000596.txt,data_edgar\raw\2012\edgar\data\16732\0001445305-12-000596.txt,edgar/data/16732/0001445305-12-000596.txt,258458
16918,"CONSTELLATION BRANDS, INC.",10-Q,2012-01-09,1,2012,edgar/data/16918/0001193125-12-006519.txt,https://www.sec.gov/Archives/edgar/data/16918/0001193125-12-006519.txt,data_edgar\raw\2012\edgar\data\16918\0001193125-12-006519.txt,edgar/data/16918/0001193125-12-006519.txt,258589
202058,HARRIS CORP /DE/,10-Q,2012-02-01,1,2012,edgar/data/202058/0001193125-12-034293.txt,https://www.sec.gov/Archives/edgar/data/202058/0001193125-12-034293.txt,data_edgar\raw\2012\edgar\data\202058\0001193125-12-034293.txt,edgar/data/202058/0001193125-12-034293.txt,177934
203527,VARIAN MEDICAL SYSTEMS INC,10-Q,2012-02-07,1,2012,edgar/data/203527/0001193125-12-043938.txt,https://www.sec.gov/Archives/edgar/data/203527/0001193125-12-043938.txt,data_edgar\raw\2012\edgar\data\203527\0001193125-12-043938.txt,edgar/data/203527/0001193125-12-043938.txt,311907
21076,CLOROX CO /DE/,10-Q,2012-02-06,1,2012,edgar/data/21076/0001206774-12-000477.txt,https://www.sec.gov/Archives/edgar/data/21076/0001206774-12-000477.txt,data_edgar\raw\2012\edgar\data\21076\0001206774-12-000477.txt,edgar/data/21076/0001206774-12-000477.txt,89450
23082,COMPUTER SCIENCES CORP,10-Q/A,2012-02-09,1,2012,edgar/data/23082/0000023082-12-000012.txt,https://www.sec.gov/Archives/edgar/data/23082/0000023082-12-000012.txt,data_edgar\raw\2012\edgar\data\23082\0000023082-12-000012.txt,edgar/data/23082/0000023082-12-000012.txt,263093
23082,COMPUTER SCIENCES CORP,10-Q,2012-02-08,1,2012,edgar/data/23082/0000023082-12-000007.txt,https://www.sec.gov/Archives/edgar/data/23082/0000023082-12-000007.txt,data_edgar\raw\2012\edgar\data\23082\0000023082-12-000007.txt,edgar/data/23082/0000023082-12-000007.txt,263093
23217,CONAGRA FOODS INC /DE/,10-Q,2012-03-30,1,2012,edgar/data/23217/0001193125-12-142282.txt,https://www.sec.gov/Archives/edgar/data/23217/0001193125-12-142282.txt,data_edgar\raw\2012\edgar\data\23217\0001193125-12-142282.txt,edgar/data/23217/0001193125-12-142282.txt,26893
23666,Sara Lee Corp,10-Q,2012-02-07,1,2012,edgar/data/23666/0001193125-12-044075.txt,https://www.sec.gov/Archives/edgar/data/23666/0001193125-12-044075.txt,data_edgar\raw\2012\edgar\data\23666\0001193125-12-044075.txt,edgar/data/23666/0001193125-12-044075.txt,91823
2969,AIR PRODUCTS & CHEMICALS INC /DE/,10-Q,2012-01-27,1,2012,edgar/data/2969/0001193125-12-026842.txt,https://www.sec.gov/Archives/edgar/data/2969/0001193125-12-026842.txt,data_edgar\raw\2012\edgar\data\2969\0001193125-12-026842.txt,edgar/data/2969/0001193125-12-026842.txt,248356
315189,DEERE & CO,10-Q,2012-03-01,1,2012,edgar/data/315189/0001104659-12-014959.txt,https://www.sec.gov/Archives/edgar/data/315189/0001104659-12-014959.txt,data_edgar\raw\2012\edgar\data\315189\0001104659-12-014959.txt,edgar/data/315189/0001104659-12-014959.txt,266112
318154,AMGEN INC,10-Q/A,2012-03-15,1,2012,edgar/data/318154/0001193125-12-115245.txt,https://www.sec.gov/Archives/edgar/data/318154/0001193125-12-115245.txt,data_edgar\raw\2012\edgar\data\318154\0001193125-12-115245.txt,edgar/data/318154/0001193125-12-115245.txt,24816
319201,KLA TENCOR CORP,10-Q,2012-01-27,1,2012,edgar/data/319201/0000319201-12-000003.txt,https://www.sec.gov/Archives/edgar/data/319201/0000319201-12-000003.txt,data_edgar\raw\2012\edgar\data\319201\0000319201-12-000003.txt,edgar/data/319201/0000319201-12-000003.txt,282225
320187,NIKE INC,10-Q,2012-01-05,1,2012,edgar/data/320187/0001193125-12-003655.txt,https://www.sec.gov/Archives/edgar/data/320187/0001193125-12-003655.txt,data_edgar\raw\2012\edgar\data\320187\0001193125-12-003655.txt,edgar/data/320187/0001193125-12-003655.txt,291981
320193,APPLE INC,10-Q,2012-01-25,1,2012,edgar/data/320193/0001193125-12-023398.txt,https://www.sec.gov/Archives/edgar/data/320193/0001193125-12-023398.txt,data_edgar\raw\2012\edgar\data\320193\0001193125-12-023398.txt,edgar/data/320193/0001193125-12-023398.txt,24937
32604,EMERSON ELECTRIC CO,10-Q,2012-02-08,1,2012,edgar/data/32604/0001144204-12-006547.txt,https://www.sec.gov/Archives/edgar/data/32604/0001144204-12-006547.txt,data_edgar\raw\2012\edgar\data\32604\0001144204-12-006547.txt,edgar/data/32604/0001144204-12-006547.txt,269231
34408,FAMILY DOLLAR STORES INC,10-Q,2012-01-05,1,2012,edgar/data/34408/0001193125-12-003653.txt,https://www.sec.gov/Archives/edgar/data/34408/0001193125-12-003653.txt,data_edgar\raw\2012\edgar\data\34408\0001193125-12-003653.txt,edgar/data/34408/0001193125-12-003653.txt,270820
34408,FAMILY DOLLAR STORES INC,10-Q,2012-03-29,1,2012,edgar/data/34408/0001193125-12-138841.txt,https://www.sec.gov/Archives/edgar/data/34408/0001193125-12-138841.txt,data_edgar\raw\2012\edgar\data\34408\0001193125-12-138841.txt,edgar/data/34408/0001193125-12-138841.txt,270820
353944,INTERNATIONAL GAME TECHNOLOGY,10-Q,2012-02-08,1,2012,edgar/data/353944/0001437749-12-001209.txt,https://www.sec.gov/Archives/edgar/data/353944/0001437749-12-001209.txt,data_edgar\raw\2012\edgar\data\353944\0001437749-12-001209.txt,edgar/data/353944/0001437749-12-001209.txt,281438
356028,"CA, INC.",10-Q,2012-01-25,1,2012,edgar/data/356028/0001193125-12-023363.txt,https://www.sec.gov/Archives/edgar/data/356028/0001193125-12-023363.txt,data_edgar\raw\2012\edgar\data\356028\0001193125-12-023363.txt,edgar/data/356028/0001193125-12-023363.txt,262913
38074,FOREST LABORATORIES INC,10-Q,2012-02-09,1,2012,edgar/data/38074/0000038074-12-000004.txt,https://www.sec.gov/Archives/edgar/data/38074/0000038074-12-000004.txt,data_edgar\raw\2012\edgar\data\38074\0000038074-12-000004.txt,edgar/data/38074/0000038074-12-000004.txt,273276
38777,FRANKLIN RESOURCES INC,10-Q,2012-02-01,1,2012,edgar/data/38777/0000038777-12-000007.txt,https://www.sec.gov/Archives/edgar/data/38777/0000038777-12-000007.txt,data_edgar\raw\2012\edgar\data\38777\0000038777-12-000007.txt,edgar/data/38777/0000038777-12-000007.txt,28703
40704,GENERAL MILLS INC,10-Q,2012-03-21,1,2012,edgar/data/40704/0001193125-12-125489.txt,https://www.sec.gov/Archives/edgar/data/40704/0001193125-12-125489.txt,data_edgar\raw\2012\edgar\data\40704\0001193125-12-125489.txt,edgar/data/40704/0001193125-12-125489.txt,274715
46640,HEINZ H J CO,10-Q,2012-02-21,1,2012,edgar/data/46640/0000046640-12-000006.txt,https://www.sec.gov/Archives/edgar/data/46640/0000046640-12-000006.txt,data_edgar\raw\2012\edgar\data\46640\0000046640-12-000006.txt,edgar/data/46640/0000046640-12-000006.txt,278212
46765,HELMERICH & PAYNE INC,10-Q,2012-02-07,1,2012,edgar/data/46765/0001104659-12-007195.txt,https://www.sec.gov/Archives/edgar/data/46765/0001104659-12-007195.txt,data_edgar\raw\2012\edgar\data\46765\0001104659-12-007195.txt,edgar/data/46765/0001104659-12-007195.txt,278341
47217,HEWLETT PACKARD CO,10-Q,2012-03-12,1,2012,edgar/data/47217/0001047469-12-002476.txt,https://www.sec.gov/Archives/edgar/data/47217/0001047469-12-002476.txt,data_edgar\raw\2012\edgar\data\47217\0001047469-12-002476.txt,edgar/data/47217/0001047469-12-002476.txt,108856
50104,TESORO CORP /NEW/,10-Q/A,2012-02-22,1,2012,edgar/data/50104/0000050104-12-000016.txt,https://www.sec.gov/Archives/edgar/data/50104/0000050104-12-000016.txt,data_edgar\raw\2012\edgar\data\50104\0000050104-12-000016.txt,edgar/data/50104/0000050104-12-000016.txt,307816
52988,JACOBS ENGINEERING GROUP INC /DE/,10-Q,2012-01-27,1,2012,edgar/data/52988/0000052988-12-000005.txt,https://www.sec.gov/Archives/edgar/data/52988/0000052988-12-000005.txt,data_edgar\raw\2012\edgar\data\52988\0000052988-12-000005.txt,edgar/data/52988/0000052988-12-000005.txt,282159
53669,JOHNSON CONTROLS INC,10-Q,2012-02-03,1,2012,edgar/data/53669/0001193125-12-038114.txt,https://www.sec.gov/Archives/edgar/data/53669/0001193125-12-038114.txt,data_edgar\raw\2012\edgar\data\53669\0001193125-12-038114.txt,edgar/data/53669/0001193125-12-038114.txt,282590
6281,ANALOG DEVICES INC,10-Q,2012-02-22,1,2012,edgar/data/6281/0001193125-12-072732.txt,https://www.sec.gov/Archives/edgar/data/6281/0001193125-12-072732.txt,data_edgar\raw\2012\edgar\data\6281\0001193125-12-072732.txt,edgar/data/6281/0001193125-12-072732.txt,251411
64670,MEDTRONIC INC,10-Q,2012-03-07,1,2012,edgar/data/64670/0000897101-12-000400.txt,https://www.sec.gov/Archives/edgar/data/64670/0000897101-12-000400.txt,data_edgar\raw\2012\edgar\data\64670\0000897101-12-000400.txt,edgar/data/64670/0000897101-12-000400.txt,31348
6951,APPLIED MATERIALS INC /DE,10-Q,2012-02-27,1,2012,edgar/data/6951/0001193125-12-081804.txt,https://www.sec.gov/Archives/edgar/data/6951/0001193125-12-081804.txt,data_edgar\raw\2012\edgar\data\6951\0001193125-12-081804.txt,edgar/data/6951/0001193125-12-081804.txt,251230
704051,"LEGG MASON, INC.",10-Q,2012-02-07,1,2012,edgar/data/704051/0000704051-12-000016.txt,https://www.sec.gov/Archives/edgar/data/704051/0000704051-12-000016.txt,data_edgar\raw\2012\edgar\data\704051\0000704051-12-000016.txt,edgar/data/704051/0000704051-12-000016.txt,180481
707549,LAM RESEARCH CORP,10-Q,2012-02-03,1,2012,edgar/data/707549/0001193125-12-038815.txt,https://www.sec.gov/Archives/edgar/data/707549/0001193125-12-038815.txt,data_edgar\raw\2012\edgar\data\707549\0001193125-12-038815.txt,edgar/data/707549/0001193125-12-038815.txt,30655
7084,ARCHER DANIELS MIDLAND CO,10-Q,2012-02-06,1,2012,edgar/data/7084/0000007084-12-000010.txt,https://www.sec.gov/Archives/edgar/data/7084/0000007084-12-000010.txt,data_edgar\raw\2012\edgar\data\7084\0000007084-12-000010.txt,edgar/data/7084/0000007084-12-000010.txt,251704
711404,COOPER COMPANIES INC,10-Q,2012-03-09,1,2012,edgar/data/711404/0001193125-12-106892.txt,https://www.sec.gov/Archives/edgar/data/711404/0001193125-12-106892.txt,data_edgar\raw\2012\edgar\data\711404\0001193125-12-106892.txt,edgar/data/711404/0001193125-12-106892.txt,263609
712515,ELECTRONIC ARTS INC.,10-Q,2012-02-07,1,2012,edgar/data/712515/0001193125-12-041653.txt,https://www.sec.gov/Archives/edgar/data/712515/0001193125-12-041653.txt,data_edgar\raw\2012\edgar\data\712515\0001193125-12-041653.txt,edgar/data/712515/0001193125-12-041653.txt,27963
721371,CARDINAL HEALTH INC,10-Q,2012-02-07,1,2012,edgar/data/721371/0001193125-12-042612.txt,https://www.sec.gov/Archives/edgar/data/721371/0001193125-12-042612.txt,data_edgar\raw\2012\edgar\data\721371\0001193125-12-042612.txt,edgar/data/721371/0001193125-12-042612.txt,172207
723125,MICRON TECHNOLOGY INC,10-Q,2012-01-10,1,2012,edgar/data/723125/0000723125-12-000007.txt,https://www.sec.gov/Archives/edgar/data/723125/0000723125-12-000007.txt,data_edgar\raw\2012\edgar\data\723125\0000723125-12-000007.txt,edgar/data/723125/0000723125-12-000007.txt,289030
723531,PAYCHEX INC,10-Q,2012-03-28,1,2012,edgar/data/723531/0001193125-12-137499.txt,https://www.sec.gov/Archives/edgar/data/723531/0001193125-12-137499.txt,data_edgar\raw\2012\edgar\data\723531\0001193125-12-137499.txt,edgar/data/723531/0001193125-12-137499.txt,295368
743316,MAXIM INTEGRATED PRODUCTS INC,10-Q,2012-01-30,1,2012,edgar/data/743316/0001445305-12-000164.txt,https://www.sec.gov/Archives/edgar/data/743316/0001445305-12-000164.txt,data_edgar\raw\2012\edgar\data\743316\0001445305-12-000164.txt,edgar/data/743316/0001445305-12-000164.txt,95673
743988,XILINX INC,10-Q,2012-02-07,1,2012,edgar/data/743988/0001193125-12-043685.txt,https://www.sec.gov/Archives/edgar/data/743988/0001193125-12-043685.txt,data_edgar\raw\2012\edgar\data\743988\0001193125-12-043685.txt,edgar/data/743988/0001193125-12-043685.txt,36762
75829,PALL CORP,10-Q,2012-03-09,1,2012,edgar/data/75829/0001445305-12-000621.txt,https://www.sec.gov/Archives/edgar/data/75829/0001445305-12-000621.txt,data_edgar\raw\2012\edgar\data\75829\0001445305-12-000621.txt,edgar/data/75829/0001445305-12-000621.txt,185333
76334,PARKER HANNIFIN CORP,10-Q,2012-02-08,1,2012,edgar/data/76334/0001193125-12-045352.txt,https://www.sec.gov/Archives/edgar/data/76334/0001193125-12-045352.txt,data_edgar\raw\2012\edgar\data\76334\0001193125-12-045352.txt,edgar/data/76334/0001193125-12-045352.txt,295170
764478,BEST BUY CO INC,10-Q,2012-01-03,1,2012,edgar/data/764478/0000764478-12-000002.txt,https://www.sec.gov/Archives/edgar/data/764478/0000764478-12-000002.txt,data_edgar\raw\2012\edgar\data\764478\0000764478-12-000002.txt,edgar/data/764478/0000764478-12-000002.txt,255397
78239,PVH CORP. /DE/,10-Q/A,2012-02-10,1,2012,edgar/data/78239/0000078239-12-000012.txt,https://www.sec.gov/Archives/edgar/data/78239/0000078239-12-000012.txt,data_edgar\raw\2012\edgar\data\78239\0000078239-12-000012.txt,edgar/data/78239/0000078239-12-000012.txt,296568
789019,MICROSOFT CORP,10-Q/A,2012-01-27,1,2012,edgar/data/789019/0001193125-12-026864.txt,https://www.sec.gov/Archives/edgar/data/789019/0001193125-12-026864.txt,data_edgar\raw\2012\edgar\data\789019\0001193125-12-026864.txt,edgar/data/789019/0001193125-12-026864.txt,21835
789019,MICROSOFT CORP,10-Q,2012-01-19,1,2012,edgar/data/789019/0001193125-12-017029.txt,https://www.sec.gov/Archives/edgar/data/789019/0001193125-12-017029.txt,data_edgar\raw\2012\edgar\data\789019\0001193125-12-017029.txt,edgar/data/789019/0001193125-12-017029.txt,21835
791907,LINEAR TECHNOLOGY CORP /CA/,10-Q,2012-02-02,1,2012,edgar/data/791907/0000791907-12-000007.txt,https://www.sec.gov/Archives/edgar/data/791907/0000791907-12-000007.txt,data_edgar\raw\2012\edgar\data\791907\0000791907-12-000007.txt,edgar/data/791907/0000791907-12-000007.txt,30843
796343,ADOBE SYSTEMS INC,10-Q,2012-03-30,1,2012,edgar/data/796343/0000796343-12-000013.txt,https://www.sec.gov/Archives/edgar/data/796343/0000796343-12-000013.txt,data_edgar\raw\2012\edgar\data\796343\0000796343-12-000013.txt,edgar/data/796343/0000796343-12-000013.txt,24321
79958,PRECISION CASTPARTS CORP,10-Q,2012-02-10,1,2012,edgar/data/79958/0000079958-12-000007.txt,https://www.sec.gov/Archives/edgar/data/79958/0000079958-12-000007.txt,data_edgar\raw\2012\edgar\data\79958\0000079958-12-000007.txt,edgar/data/79958/0000079958-12-000007.txt,297850
801898,JOY GLOBAL INC,10-Q,2012-03-02,1,2012,edgar/data/801898/0001193125-12-093839.txt,https://www.sec.gov/Archives/edgar/data/801898/0001193125-12-093839.txt,data_edgar\raw\2012\edgar\data\801898\0001193125-12-093839.txt,edgar/data/801898/0001193125-12-093839.txt,277517
804212,AIRGAS INC,10-Q,2012-02-08,1,2012,edgar/data/804212/0000804212-12-000005.txt,https://www.sec.gov/Archives/edgar/data/804212/0000804212-12-000005.txt,data_edgar\raw\2012\edgar\data\804212\0000804212-12-000005.txt,edgar/data/804212/0000804212-12-000005.txt,24504
80424,PROCTER & GAMBLE Co,10-Q,2012-01-27,1,2012,edgar/data/80424/0000080424-12-000015.txt,https://www.sec.gov/Archives/edgar/data/80424/0000080424-12-000015.txt,data_edgar\raw\2012\edgar\data\80424\0000080424-12-000015.txt,edgar/data/80424/0000080424-12-000015.txt,33328
804328,QUALCOMM INC/DE,10-Q,2012-02-01,1,2012,edgar/data/804328/0001234452-12-000055.txt,https://www.sec.gov/Archives/edgar/data/804328/0001234452-12-000055.txt,data_edgar\raw\2012\edgar\data\804328\0001234452-12-000055.txt,edgar/data/804328/0001234452-12-000055.txt,33493
